,bias,coef1,coef2
0,1.0277400876753502,1.0153309935684258,1.8343693801572063
1,1.42774008767535,0.4153309935684258,2.0343693801572065
2,2.2277400876753504,2.2153309935684256,1.4343693801572064
3,2.6277400876753507,1.0153309935684254,0.4343693801572064
4,3.027740087675351,1.0153309935684254,1.0343693801572065
5,3.4277400876753514,1.2153309935684253,0.23436938015720665
6,3.827740087675352,1.2153309935684253,-0.36563061984279344
7,4.427740087675352,1.4153309935684253,1.234369380157207
8,4.827740087675353,0.2153309935684251,0.2343693801572071
9,5.027740087675353,0.21533099356842517,1.4343693801572073
10,5.427740087675353,0.4153309935684253,0.634369380157207
11,5.827740087675354,0.41533099356842534,1.234369380157207
12,6.227740087675354,0.6153309935684255,0.43436938015720683
13,6.627740087675354,0.6153309935684255,1.034369380157207
14,6.427740087675354,-0.7846690064315747,-0.3656306198427932
15,6.427740087675354,-0.7846690064315747,-0.3656306198427932
16,6.427740087675354,-0.7846690064315747,-0.3656306198427932
17,6.427740087675354,-0.7846690064315747,-0.3656306198427932
18,6.427740087675354,-0.7846690064315747,-0.3656306198427932
19,6.427740087675354,-0.7846690064315747,-0.3656306198427932
20,6.427740087675354,-0.7846690064315747,-0.3656306198427932
21,6.427740087675354,-0.7846690064315747,-0.3656306198427932
22,6.427740087675354,-0.7846690064315747,-0.3656306198427932
23,6.427740087675354,-0.7846690064315747,-0.3656306198427932
24,6.427740087675354,-0.7846690064315747,-0.3656306198427932
25,6.427740087675354,-0.7846690064315747,-0.3656306198427932
26,6.427740087675354,-0.7846690064315747,-0.3656306198427932
27,6.427740087675354,-0.7846690064315747,-0.3656306198427932
28,6.427740087675354,-0.7846690064315747,-0.3656306198427932
29,6.427740087675354,-0.7846690064315747,-0.3656306198427932
30,6.427740087675354,-0.7846690064315747,-0.3656306198427932
31,6.427740087675354,-0.7846690064315747,-0.3656306198427932
32,6.427740087675354,-0.7846690064315747,-0.3656306198427932
33,6.427740087675354,-0.7846690064315747,-0.3656306198427932
34,6.427740087675354,-0.7846690064315747,-0.3656306198427932
35,6.427740087675354,-0.7846690064315747,-0.3656306198427932
36,6.427740087675354,-0.7846690064315747,-0.3656306198427932
37,6.427740087675354,-0.7846690064315747,-0.3656306198427932
38,6.427740087675354,-0.7846690064315747,-0.3656306198427932
39,6.427740087675354,-0.7846690064315747,-0.3656306198427932
40,6.427740087675354,-0.7846690064315747,-0.3656306198427932
41,6.427740087675354,-0.7846690064315747,-0.3656306198427932
42,6.427740087675354,-0.7846690064315747,-0.3656306198427932
43,6.427740087675354,-0.7846690064315747,-0.3656306198427932
44,6.427740087675354,-0.7846690064315747,-0.3656306198427932
45,6.427740087675354,-0.7846690064315747,-0.3656306198427932
46,6.427740087675354,-0.7846690064315747,-0.3656306198427932
47,6.427740087675354,-0.7846690064315747,-0.3656306198427932
48,6.427740087675354,-0.7846690064315747,-0.3656306198427932
49,6.427740087675354,-0.7846690064315747,-0.3656306198427932
